mark_status,visual_node_no,visual_node_id,station_key,station_name,display_name,line_id,branch_codes,x_px,y_px,x_pct,y_pct,marker_radius_px,is_transfer_station,is_branch_node,label_owner,alias_or_note,memo
완료,183,약수_L6,약수,약수,약수역,6,main,2480,1476,48.4375,51.24999999999999,12,True,False,False,,
완료,184,삼각지_L6,삼각지,삼각지,삼각지역,6,main,1940,1476,37.890625,51.24999999999999,12,True,False,False,,
완료,185,공덕_L6,공덕,공덕,공덕역,6,main,1752,1476,34.21875,51.24999999999999,12,True,False,False,,
완료,186,청구_L6,청구,청구,청구역,6,main,2528,1244,49.375,43.19444444444444,12,True,False,False,,
완료,187,응암_L6,응암,응암,응암역,6,main,1296,676,25.3125,23.47222222222222,10,False,True,True,,
완료,188,역촌_L6,역촌,역촌,역촌역,6,main,1384,580,27.03125,20.13888888888889,10,False,False,True,,
완료,189,독바위_L6,독바위,독바위,독바위역,6,main,1378,324,26.914062500000004,11.25,10,False,False,True,,
완료,190,구산_L6,구산,구산,구산역,6,main,1296,584,25.3125,20.27777777777778,10,False,False,True,,
완료,191,새절_L6,새절,새절,새절역,6,main,1296,780,25.3125,27.083333333333332,10,False,False,True,,
완료,192,증산_L6,증산,증산,증산역,6,main,1296,884,25.3125,30.694444444444446,10,False,False,True,,
완료,193,디지털미디어시티_L6,디지털미디어시티,디지털미디어시티,디지털미디어시티역,6,main,1296,1032,25.3125,35.833333333333336,10,False,False,True,,
완료,194,월드컵경기장_L6,월드컵경기장,월드컵경기장,월드컵경기장역,6,main,1296,1120,25.3125,38.88888888888889,10,False,False,True,월드컵경기장(성산),
완료,195,마포구청_L6,마포구청,마포구청,마포구청역,6,main,1296,1200,25.3125,41.66666666666667,10,False,False,True,,
완료,196,망원_L6,망원,망원,망원역,6,main,1356,1264,26.484375,43.888888888888886,10,False,False,True,,
완료,197,상수_L6,상수,상수,상수역,6,main,1488,1396,29.062500000000004,48.47222222222222,10,False,False,True,,
완료,198,광흥창_L6,광흥창,광흥창,광흥창역,6,main,1572,1476,30.703124999999996,51.24999999999999,10,False,False,True,,
완료,199,대흥_L6,대흥,대흥,대흥역,6,main,1656,1476,32.34375,51.24999999999999,10,False,False,True,,
완료,200,효창공원앞_L6,효창공원앞,효창공원앞,효창공원앞역,6,main,1832,1476,35.78125,51.24999999999999,10,False,False,True,,
완료,201,녹사평_L6,녹사평,녹사평,녹사평역,6,main,2048,1476,40.0,51.24999999999999,10,False,False,True,,
완료,202,이태원_L6,이태원,이태원,이태원역,6,main,2156,1476,42.109375,51.24999999999999,10,False,False,True,,
완료,203,한강진_L6,한강진,한강진,한강진역,6,main,2264,1476,44.21875,51.24999999999999,10,False,False,True,,
완료,204,버티고개_L6,버티고개,버티고개,버티고개역,6,main,2372,1476,46.328125,51.24999999999999,10,False,False,True,,
완료,205,창신_L6,창신,창신,창신역,6,main,2528,872,49.375,30.277777777777775,10,False,False,True,,
완료,206,보문_L6,보문,보문,보문역,6,main,2528,768,49.375,26.666666666666668,10,False,False,True,,
완료,207,안암_L6,안암,안암,안암역,6,main,2660,768,51.953125,26.666666666666668,10,False,False,True,안암(고대병원앞),
완료,208,고려대_L6,고려대,고려대,고려대역,6,main,2792,768,54.53125,26.666666666666668,10,False,False,True,고려대(종암),
완료,209,월곡_L6,월곡,월곡,월곡역,6,main,2924,768,57.10937499999999,26.666666666666668,10,False,False,True,,
완료,210,상월곡_L6,상월곡,상월곡,상월곡역,6,main,3056,768,59.68750000000001,26.666666666666668,10,False,False,True,,
완료,211,돌곶이_L6,돌곶이,돌곶이,돌곶이역,6,main,3188,768,62.265625,26.666666666666668,10,False,False,True,,
완료,212,석계_L6,석계,석계,석계역,6,main,3324,768,64.921875,26.666666666666668,10,False,False,True,,
